GeneID,Chr,Start,End,Strand,Length,Eagle_002_lps,Eagle_004_lps,Eagle_006_lps,Eagle_007_lps,Eagle_008_lps,Eagle_012_lps,Eagle_013_lps,Eagle_014_lps,Eagle_015_lps,Eagle_020_lps,Eagle_021_lps,Eagle_022_lps
LOC104828028,NW_010972581.1,2602392,2609539,-,7148,127,4,0,7,1,2,2,4,11,0,22,5
DLX5,NW_010972582.1,5451,8156,-,2706,60,1,0,1,2,1,0,0,0,0,5,0
ACN9,NW_010972582.1,38640,73503,+,34864,613,261,6,257,27,40,60,82,178,24,215,251
TAC1,NW_010972582.1,240879,258265,+,17387,344,14,0,8,2,0,1,2,20,4,21,5
ASNS,NW_010972582.1,279507,296084,-,16578,310,1622,27,1075,132,93,575,493,1474,88,706,1198
C1GALT1,NW_010972582.1,314640,321282,+,6643,131,163,1,98,19,10,44,27,98,13,76,122
COL28A1,NW_010972582.1,336138,427746,-,91609,1535,982,12,1271,129,127,318,367,1235,89,533,967
MIOS,NW_010972582.1,427993,442184,+,14192,356,3379,60,3265,421,321,1040,1032,3145,312,1789,2495
RPA3,NW_010972582.1,444439,448401,-,3963,103,377,3,421,60,45,152,99,354,34,222,303
GLCCI1,NW_010972582.1,569505,621802,+,52298,785,905,9,454,329,69,380,83,801,128,664,557
ICA1,NW_010972582.1,686867,696006,-,9140,158,70,1,11,4,5,10,6,5,5,56,9
NXPH1,NW_010972582.1,776425,918587,+,142163,2382,55,0,83,16,11,29,11,87,8,120,59
NDUFA4,NW_010972582.1,1879613,1883239,-,3627,77,118,3,178,16,21,44,46,125,7,91,153
PHF14,NW_010972582.1,1905107,2073685,+,168579,2697,1551,34,1386,192,139,454,381,1141,136,998,898
THSD7A,NW_010972582.1,2149602,2357122,-,207521,3355,126,2,129,42,21,61,25,146,10,163,77
TMEM106B,NW_010972582.1,2489471,2507548,+,18078,440,4852,66,5591,663,616,1486,1425,4700,423,2671,3209
LOC104828047,NW_010972582.1,2545702,2551595,+,5894,112,4,1,9,2,0,4,1,17,0,10,5
VWDE,NW_010972582.1,2559282,2598484,-,39203,607,82,0,32,11,6,16,5,25,8,76,24
MSH4,NW_010972583.1,43161,76673,-,33513,501,731,12,474,86,58,158,172,496,61,327,372
RABGGTB,NW_010972583.1,74097,92629,-,18533,302,1390,18,1279,193,157,413,384,1290,100,748,975
ACADM,NW_010972583.1,94888,110348,-,15461,264,1286,26,1247,161,140,470,400,1249,108,755,1320
SLC44A5,NW_010972583.1,171825,225074,+,53250,947,801,6,152,24,34,44,31,52,9,290,52
LHX8,NW_010972583.1,244427,256160,-,11734,224,44,0,11,1,2,3,3,7,1,18,2
TYW3,NW_010972583.1,337644,347699,-,10056,179,125,1,84,11,21,37,28,66,2,84,99
CRYZ,NW_010972583.1,346988,355418,+,8431,130,173,2,147,18,11,55,40,111,17,108,120
ERICH3,NW_010972583.1,365651,405377,+,39727,804,69,1,56,11,13,29,14,74,5,59,63
LOC104828056,NW_010972583.1,407836,497150,-,89315,1600,42,3,53,12,4,18,21,33,7,81,28
FPGT,NW_010972583.1,507274,511404,-,4131,80,52,2,75,5,3,7,6,18,1,42,28
NEGR1,NW_010972583.1,882277,1175081,+,292805,5587,104,1,199,26,23,70,34,165,15,254,95
ZRANB2,NW_010972583.1,1248969,1259439,+,10471,511,3844,87,4762,619,552,1151,1325,4333,443,2469,3476
PTGER3,NW_010972583.1,1265758,1275503,+,9746,225,29,0,27,10,10,16,4,67,5,42,36
CTH,NW_010972583.1,1333367,1350698,-,17332,323,225,3,273,30,40,91,82,217,22,202,211
ANKRD13C,NW_010972583.1,1354790,1383145,+,28356,550,2829,46,3129,327,269,780,625,2261,273,1772,2514
SRSF11,NW_010972583.1,1386853,1409786,-,22934,854,4908,92,5425,749,643,1853,1472,5421,452,3185,4247
LRRC40,NW_010972583.1,1411197,1429895,+,18699,321,122,0,141,18,15,41,27,75,10,95,90
LRRC7,NW_010972583.1,1438584,1540676,-,102093,1549,46,0,59,12,16,33,17,56,12,93,46
DEPDC1,NW_010972583.1,1741695,1756364,+,14670,245,326,9,376,44,25,118,60,169,30,215,203
RPE65,NW_010972583.1,1763250,1770883,+,7634,201,26,0,24,3,1,8,2,25,4,22,16
LOC104828069,NW_010972583.1,1771659,1784433,-,12775,225,102,2,53,4,4,19,13,15,5,38,40
WLS,NW_010972583.1,1811774,1846057,+,34284,749,344,2,117,20,0,31,6,27,9,190,34
DIRAS3,NW_010972583.1,1862221,1863336,+,1116,20,1,0,0,0,0,1,0,0,0,3,1
GNG12,NW_010972583.1,1886168,1901398,+,15231,422,57,0,23,3,2,7,3,11,0,31,17
SERBP1,NW_010972583.1,1929543,1946103,+,16561,992,8007,170,9658,1250,1159,3003,2982,10129,863,5085,7812
IL12RB2,NW_010972583.1,1953432,1969881,-,16450,424,388,5,262,61,52,230,74,591,35,245,163
IL23R,NW_010972583.1,1983572,1997412,-,13841,341,282,3,237,37,21,123,12,145,14,229,39
SLC35D1,NW_010972583.1,1997564,2013320,+,15757,417,870,14,1005,138,128,275,239,821,103,602,808
MIER1,NW_010972583.1,2018266,2057854,-,39589,868,2804,37,1690,226,181,532,356,1090,150,1617,1214
WDR78,NW_010972583.1,2058802,2077746,+,18945,371,49,1,40,12,3,8,13,42,3,30,33
INSL5,NW_010972583.1,2080440,2082205,+,1766,35,0,0,6,2,1,1,0,2,0,0,0
TCTEX1D1,NW_010972583.1,2083615,2085010,-,1396,43,13,0,14,1,2,4,1,1,1,8,1
SGIP1,NW_010972583.1,2091516,2146006,-,54491,1509,329,8,226,38,58,68,26,62,15,395,86
PDE4B,NW_010972583.1,2156686,2350806,-,194121,4386,17518,241,7051,1367,1449,2781,572,1281,692,11506,2887
LEPR,NW_010972583.1,2396797,2461521,-,64725,1161,459,8,379,55,38,160,78,340,36,208,179
LEPROT,NW_010972583.1,2464461,2468903,-,4443,104,964,23,1256,158,145,354,335,1069,68,610,874
DNAJC6,NW_010972583.1,2470567,2495753,-,25187,495,21,0,26,5,0,10,5,33,2,30,14
AK4,NW_010972583.1,2524706,2537948,-,13243,402,721,19,970,202,116,415,257,1114,103,467,707
JAK1,NW_010972583.1,2554672,2616955,+,62284,1734,11129,226,7890,1058,958,3441,4057,11263,982,8081,13804
RAVER2,NW_010972583.1,2619933,2641650,-,21718,440,89,1,40,6,20,44,26,220,4,79,56
LOC104828129,NW_010972584.1,113,2400,+,2288,710,1,0,17,1,1,5,3,13,3,42,11
RNF123,NW_010972584.1,5115,54463,+,49349,1490,3796,70,5060,606,476,1573,1587,5218,451,2372,3783
AMIGO3,NW_010972584.1,49965,51491,-,1527,0,0,0,0,0,0,0,0,0,0,0,0
GMPPB,NW_010972584.1,54987,58634,-,3648,75,175,5,169,48,47,81,58,143,24,125,143
IP6K1,NW_010972584.1,58402,96284,-,37883,1127,7064,111,8722,1081,698,2206,1788,5457,715,3422,4895
CDHR4,NW_010972584.1,97936,103966,-,6031,169,2,2,5,1,0,3,2,5,1,16,4
FAM212A,NW_010972584.1,106400,106912,+,513,16,0,0,0,0,0,0,0,1,0,2,5
UBA7,NW_010972584.1,107102,114483,-,7382,168,149,8,212,55,50,87,81,204,33,151,232
AMT,NW_010972584.1,116361,117889,-,1529,26,8,1,18,7,3,7,2,13,5,9,4
NICN1,NW_010972584.1,118842,121413,-,2572,73,52,2,88,27,18,25,50,125,11,50,97
DAG1,NW_010972584.1,123464,140122,-,16659,403,151,4,142,19,31,48,20,78,6,126,62
MST1,NW_010972584.1,176469,181536,+,5068,75,14,0,19,2,4,4,4,11,2,17,15
APEH,NW_010972584.1,181758,186119,-,4362,77,4,0,7,3,0,2,1,8,0,8,11
LOC104828137,NW_010972584.1,186282,190307,-,4026,143,329,15,580,109,76,183,210,423,67,297,443
BSN,NW_010972584.1,192423,263893,-,71471,1784,112,3,161,38,36,62,76,199,17,203,133
TRAIP,NW_010972584.1,292251,312970,-,20720,474,5,0,18,1,1,4,8,9,2,22,10
CAMKV,NW_010972584.1,313014,315996,-,2983,59,0,0,1,0,0,0,0,1,0,4,3
LOC104828140,NW_010972584.1,319379,321684,-,2306,66,0,0,2,0,1,1,0,2,0,8,0
MST1R,NW_010972584.1,326837,333701,-,6865,176,54,1,32,6,14,34,14,38,4,50,43
MON1A,NW_010972584.1,335637,339501,-,3865,138,161,6,221,46,34,94,81,261,33,139,199
RBM6,NW_010972584.1,345273,399850,+,54578,1537,5522,81,6544,822,647,1721,1543,5115,594,3465,4693
LOC104828104,NW_010972584.1,420715,432588,+,11874,355,6,0,5,1,1,2,1,9,2,21,8
RAD54L2,NW_010972584.1,435619,491048,-,55430,1358,1457,45,1566,236,121,439,279,700,106,1207,1159
VPRBP,NW_010972584.1,514925,579044,+,64120,1698,7404,148,7890,1079,925,2418,2391,7709,711,4499,6432
RBM15B,NW_010972584.1,584927,587476,-,2550,91,277,3,330,65,46,149,106,403,29,153,236
MANF,NW_010972584.1,587975,593317,-,5343,144,421,10,247,31,29,103,67,249,20,237,261
DOCK3,NW_010972584.1,603785,804709,-,200925,3346,326,8,219,61,38,139,91,252,17,337,164
MAPKAPK3,NW_010972584.1,871148,978874,-,107727,381,764,10,362,45,61,223,190,395,40,300,815
HEMK1,NW_010972584.1,889359,1039310,-,149952,1296,477,8,304,52,31,115,94,162,41,271,218
CISH,NW_010972584.1,933172,942285,+,9114,0,0,0,0,0,0,0,0,0,0,0,0
LOC104828111,NW_010972584.1,1041841,1054474,+,12634,295,168,2,110,11,8,39,19,25,7,115,33
CACNA2D2,NW_010972584.1,1248356,1449195,+,200840,5307,684,14,595,95,139,218,53,145,60,871,224
TMEM115,NW_010972584.1,1452124,1454355,+,2232,83,176,1,215,60,50,114,95,325,19,142,200
LOC104828145,NW_010972584.1,1454624,1456716,-,2093,42,33,2,26,24,16,18,6,41,2,22,42
NPRL2,NW_010972584.1,1456991,1460520,+,3530,122,261,7,306,59,41,88,91,272,34,153,296
ZMYND10,NW_010972584.1,1461008,1471253,+,10246,362,119,3,126,40,36,53,50,174,21,107,162
RASSF1,NW_010972584.1,1472765,1477806,+,5042,53,15,0,5,1,1,4,0,3,3,9,4
TUSC2,NW_010972584.1,1477790,1482752,+,4963,221,576,14,780,182,108,269,256,879,69,368,655
HYAL2,NW_010972584.1,1486430,1488653,+,2224,85,27,0,31,2,4,10,3,27,1,19,14
HYAL1,NW_010972584.1,1489896,1491410,+,1515,47,6,0,7,2,0,4,1,15,0,13,13
LOC104828116,NW_010972584.1,1528119,1555504,+,27386,615,591,3,162,25,29,51,19,60,14,228,159
PRKCD,NW_010972584.1,1560044,1629926,-,69883,1224,767,11,313,47,32,118,34,68,24,436,134
RFT1,NW_010972584.1,1687107,1710985,+,23879,506,1033,6,1272,164,100,340,315,929,100,677,712
SFMBT1,NW_010972584.1,1989873,2025964,+,36092,710,315,4,272,28,28,98,98,177,26,200,285
LOC104828150,NW_010972584.1,2035625,2071130,+,35506,771,5625,82,6835,772,602,1718,1571,5509,503,3546,4812
MUSTN1,NW_010972584.1,2075557,2079562,+,4006,90,72,0,78,13,7,39,11,49,6,32,39
ITIH4,NW_010972584.1,2084490,2103781,+,19292,426,33,1,22,7,3,10,4,24,5,30,14
LOC104828121,NW_010972584.1,2108049,2131239,-,23191,394,140,3,205,32,21,63,91,220,13,140,130
NEK4,NW_010972584.1,2132682,2149999,+,17318,349,847,23,1030,166,101,306,337,905,83,631,768
SPCS1,NW_010972584.1,2150122,2153335,-,3214,63,238,5,291,33,34,83,71,288,18,159,230
GLT8D1,NW_010972584.1,2153853,2161447,+,7595,151,252,1,354,47,31,74,104,336,28,168,281
GNL3,NW_010972584.1,2163204,2172150,-,8947,235,551,8,578,61,73,181,133,606,46,406,463
PBRM1,NW_010972584.1,2176431,2241673,+,65243,1545,8425,131,7786,902,874,2078,1887,6634,597,4100,5480
SMIM4,NW_010972584.1,2246048,2248103,-,2056,53,309,9,508,63,57,134,148,475,47,187,298
STAB1,NW_010972584.1,2271517,2356738,-,85222,2250,6787,185,9311,1272,900,2598,2082,5903,842,3624,5750
NISCH,NW_010972584.1,2363181,2386169,-,22989,454,1921,36,2065,216,157,538,509,1719,177,1082,1583
TNNC1,NW_010972584.1,2391101,2397537,+,6437,135,14,0,22,4,11,25,25,76,7,28,20
RPL29,NW_010972584.1,2403927,2406630,-,2704,265,6986,211,8427,1551,1176,2685,2375,10712,408,4033,7097
CD164,NW_010972585.1,64701,74485,-,9785,215,1629,27,1080,174,139,336,250,741,77,1039,567
PPIL6,NW_010972585.1,82481,91881,-,9401,264,52,1,54,13,7,28,16,53,10,64,25
ZBTB24,NW_010972585.1,95050,107607,-,12558,262,441,12,517,65,42,132,116,378,30,268,288
AK9,NW_010972585.1,109731,180428,-,70698,1175,118,1,109,18,16,32,37,120,4,106,63
FIG4,NW_010972585.1,192105,255859,+,63755,1077,2234,33,2373,263,186,633,710,2210,168,1242,1640
GPR6,NW_010972585.1,285145,286865,+,1721,32,0,0,1,1,0,0,0,0,0,1,0
WASF1,NW_010972585.1,312710,342357,-,29648,519,44,1,38,5,5,11,9,23,2,54,24
CDC40,NW_010972585.1,416144,458958,+,42815,762,2668,56,3293,390,292,906,723,2459,276,1356,2202
METTL24,NW_010972585.1,470988,518054,-,47067,969,21,0,33,6,3,7,5,28,4,33,14
DDO,NW_010972585.1,535269,544996,-,9728,252,1,1,5,2,0,2,4,5,0,7,2
SLC22A16,NW_010972585.1,552932,566895,-,13964,198,43,0,7,3,1,10,2,16,0,21,7
CDK19,NW_010972585.1,621640,749242,-,127603,2536,7852,153,8243,1332,894,2636,2311,8295,888,4701,6484
AMD1,NW_010972585.1,781056,798021,+,16966,389,1855,24,1719,195,162,505,380,1246,106,780,1105
GTF3C6,NW_010972585.1,820680,831208,+,10529,224,394,12,537,52,58,166,165,603,30,327,499
RPF2,NW_010972585.1,833229,846667,+,13439,298,675,10,827,66,69,171,166,547,72,424,503
SLC16A10,NW_010972585.1,869752,945814,+,76063,1259,78,1,73,13,8,21,16,49,3,98,36
KIAA1919,NW_010972585.1,950019,958461,+,8443,224,349,6,334,54,47,123,101,281,30,273,298
REV3L,NW_010972585.1,961067,1045251,-,84185,2125,11740,210,13873,1698,1193,4340,3531,12046,1112,7006,9729
TRAF3IP2,NW_010972585.1,1121222,1147563,-,26342,665,923,15,247,27,23,72,27,100,23,380,145
FYN,NW_010972585.1,1155081,1236313,-,81233,1907,3595,67,1448,198,209,512,76,154,115,1765,480
WISP3,NW_010972585.1,1326617,1372679,+,46063,1050,113,1,107,23,21,31,32,89,10,92,56
TUBE1,NW_010972585.1,1373220,1387850,-,14631,236,922,18,1031,124,108,227,221,672,67,405,627
LAMA4,NW_010972585.1,1394630,1498629,-,104000,1819,105,5,379,36,10,65,29,82,12,93,56
HDAC2,NW_010972585.1,2394697,2413762,-,19066,410,1527,19,1774,198,173,509,423,1574,110,905,1242
HS3ST5,NW_010972585.1,2470527,2477057,-,6531,135,7,0,1,1,0,2,0,4,0,4,5
ALDH7A1,NW_010972586.1,128,26313,+,26186,315,1539,20,1305,212,69,470,203,620,119,515,791
GRAMD3,NW_010972586.1,35729,79233,-,43505,439,76,0,58,8,3,29,5,7,4,42,11
LOC104828192,NW_010972586.1,257528,258312,+,785,85,29,1,36,5,9,19,18,53,2,40,56
ZNF608,NW_010972586.1,781012,862224,+,81213,748,245,6,203,31,13,80,4,31,16,112,32
CSNK1G3,NW_010972586.1,1301567,1362909,-,61343,558,2286,30,1435,169,90,626,217,810,189,537,380
CEP120,NW_010972586.1,1427445,1468845,+,41401,368,2885,61,3617,534,178,1009,441,1483,366,1126,1061
PRDM6,NW_010972586.1,1510998,1584426,-,73429,659,36,0,49,3,2,16,6,16,1,32,20
PPIC,NW_010972586.1,1619329,1626410,+,7082,64,25,2,47,3,4,8,3,7,0,6,10
SNX24,NW_010972586.1,1629111,1716885,-,87775,813,1673,23,887,100,38,245,153,233,103,449,368
SNX2,NW_010972586.1,1730783,1767002,-,36220,433,4601,64,4714,600,239,1318,629,2244,395,1331,1861
SNCAIP,NW_010972586.1,1874989,1929719,-,54731,488,24,1,30,3,1,11,4,20,2,21,14
LOC104828195,NW_010972586.1,2002597,2015432,-,12836,114,5,1,9,1,0,4,1,6,0,2,2
LOX,NW_010972586.1,2051389,2071247,+,19859,171,167,0,27,8,0,10,7,14,1,25,5
SRFBP1,NW_010972586.1,2081109,2158044,-,76936,882,6455,120,7788,989,357,2411,1032,3487,764,2000,2654
LOC104828197,NW_010972586.1,2375565,2376764,+,1200,15,20,1,28,7,4,5,2,8,3,11,19
LOC104828198,NW_010972586.1,2546294,2548987,+,2694,786,51,2,90,4,79,10,115,277,2,478,199
TMEM5,NW_010972587.1,14660,29401,+,14742,387,262,8,296,32,28,85,64,180,29,266,172
SRGAP1,NW_010972587.1,69125,220351,+,151227,2834,572,7,532,72,34,187,112,216,49,341,407
LOC104828203,NW_010972587.1,244273,252558,-,8286,166,440,1,440,60,70,148,99,507,33,256,296
RPL18A,NW_010972587.1,253671,256872,-,3202,140,4813,134,6762,794,710,1632,1590,5801,338,2451,5141
XPOT,NW_010972587.1,258752,287922,+,29171,473,1804,31,1547,250,162,522,411,1456,110,951,1191
TBK1,NW_010972587.1,295408,329743,+,34336,599,2863,37,2869,514,306,861,806,2721,277,1979,2119
RASSF3,NW_010972587.1,440788,446730,+,5943,111,171,4,53,12,9,22,13,58,1,68,47
LOC104828318,NW_010972587.1,448135,459485,+,11351,223,609,5,339,53,69,119,152,352,36,361,357
GNS,NW_010972587.1,459552,480541,-,20990,379,2002,26,1783,236,209,374,501,1418,133,1246,1457
TBC1D30,NW_010972587.1,481748,537266,+,55519,1121,1791,32,1309,160,184,421,436,1261,119,994,978
WIF1,NW_010972587.1,592584,638345,-,45762,905,94,1,15,6,2,6,8,14,2,53,19
LEMD3,NW_010972587.1,656390,705959,+,49570,986,5072,76,6118,698,465,1564,1296,4088,523,2953,4154
MSRB3,NW_010972587.1,727349,791951,+,64603,1222,200,7,389,39,22,126,44,200,36,179,148
LOC104828321,NW_010972587.1,936469,1061880,+,125412,2412,201,3,80,18,13,26,12,73,8,157,59
LLPH,NW_010972587.1,1126137,1132459,-,6323,192,539,13,729,99,91,229,229,908,80,553,641
TMBIM4,NW_010972587.1,1132518,1159300,-,26783,483,1027,25,1135,175,155,363,381,1338,85,674,1022
HELB,NW_010972587.1,1182792,1198916,+,16125,248,325,8,166,22,22,86,8,40,21,259,48
GRIP1,NW_010972587.1,1201575,1428865,-,227291,4095,107,1,127,28,19,66,27,120,9,219,85
CAND1,NW_010972587.1,1577221,1608494,+,31274,601,2062,40,2069,288,275,618,630,2087,194,1204,1766
DYRK2,NW_010972587.1,1700192,1710914,+,10723,185,82,0,44,7,2,18,0,12,3,39,18
IFNG,NW_010972587.1,1870278,1873972,-,3695,74,1,1,4,1,0,1,2,1,0,3,2
IL22,NW_010972587.1,1919380,1921409,-,2030,38,0,0,1,1,0,1,0,2,0,6,2
MDM1,NW_010972587.1,1926749,1966130,-,39382,733,170,1,176,27,17,46,22,41,11,188,92
RAP1B,NW_010972587.1,2038755,2069800,+,31046,570,10071,153,6658,1089,1169,2632,573,1195,597,8606,2800
NUP107,NW_010972587.1,2076330,2107606,+,31277,536,1042,21,1355,200,192,442,318,1071,119,969,961
LOC104828221,NW_010972587.1,2106509,2108216,-,1708,16,0,0,2,0,1,2,0,4,0,5,1
SLC35E3,NW_010972587.1,2109072,2115393,+,6322,119,117,1,103,11,25,58,54,122,13,125,122
MDM2,NW_010972587.1,2134706,2148163,+,13458,512,4741,70,5778,663,545,1342,1369,4742,433,3074,3889
CPM,NW_010972587.1,2154116,2183254,-,29139,604,177,1,135,23,18,80,31,139,11,111,118
CPSF6,NW_010972587.1,2227513,2250496,+,22984,498,3196,58,3832,445,310,1125,948,2981,333,2156,2690
YEATS4,NW_010972587.1,2258328,2273455,+,15128,453,935,24,1008,171,145,307,295,1061,86,642,782
FRS2,NW_010972587.1,2322422,2350617,+,28196,512,2401,46,2536,358,237,800,857,2328,219,1434,1884
CCT2,NW_010972587.1,2356669,2370484,+,13816,308,920,18,1187,155,132,397,359,1387,81,600,897
LRRC10,NW_010972587.1,2373128,2373964,-,837,50,2,0,0,2,1,0,2,4,0,1,1
LOC104828230,NW_010972587.1,2378653,2386783,+,8131,197,5,0,10,3,3,6,8,22,1,12,7
BEST3,NW_010972587.1,2392622,2410375,-,17754,294,12,0,8,2,3,3,6,33,1,13,10
RAB3IP,NW_010972587.1,2428566,2462781,+,34216,424,35,0,30,6,5,6,5,29,3,34,11
LOC104828325,NW_010972587.1,2428689,2431455,-,2767,0,0,0,0,0,0,0,0,0,0,0,0
MYRFL,NW_010972587.1,2469935,2538061,+,68127,1272,35,1,43,6,7,21,6,43,6,66,35
CNOT2,NW_010972587.1,2644110,2704157,+,60048,1156,5597,74,5633,729,580,1843,1413,5184,513,3520,4203
KCNMB4,NW_010972587.1,2710369,2730302,+,19934,454,41,0,21,2,0,24,12,38,9,48,20
PTPRB,NW_010972587.1,2751809,2813252,-,61444,1121,23,0,40,10,5,19,6,32,1,57,21
PTPRR,NW_010972587.1,2814022,2954631,-,140610,2530,55,2,92,22,11,33,20,93,8,119,47
TSPAN8,NW_010972587.1,3046662,3061923,-,15262,265,3,0,5,1,1,4,4,16,0,9,13
LGR5,NW_010972587.1,3185396,3237910,+,52515,888,316,1,186,42,25,53,90,249,30,326,235
ZFC3H1,NW_010972587.1,3248211,3301062,-,52852,1436,9644,154,7867,1870,783,2622,2002,7482,834,6658,5402
TMEM19,NW_010972587.1,3322712,3335543,+,12832,301,463,2,664,62,43,149,95,418,65,349,460
RAB21,NW_010972587.1,3358404,3376089,+,17686,425,5164,97,6312,799,562,1906,1189,4716,463,2409,3191
TBC1D15,NW_010972587.1,3381935,3417441,+,35507,785,7380,124,10111,1137,653,2281,1642,6414,678,3252,4144
TPH2,NW_010972587.1,3428752,3480155,+,51404,881,34,1,49,16,2,18,7,61,5,36,21
TRHDE,NW_010972587.1,3551657,3765445,+,213789,3762,377,4,265,55,46,113,29,126,30,440,146
KCNC2,NW_010972587.1,4562461,4664129,-,101669,1670,69,1,71,16,7,21,18,74,10,69,41
CAPS2,NW_010972587.1,4682766,4698250,-,15485,201,16,0,31,3,3,7,7,22,2,12,29
CCDC107,NW_010972587.1,4714903,4723391,-,8489,168,578,8,765,107,82,167,192,787,53,256,537
LOC104828330,NW_010972587.1,4723648,4741023,+,17376,358,72,3,55,15,8,36,42,111,5,62,72
LOC104828245,NW_010972587.1,4742258,4747892,+,5635,138,89,2,46,11,8,22,9,30,6,63,22
LOC104828246,NW_010972587.1,4750506,4761806,+,11301,294,60,0,37,12,12,27,7,85,2,74,49
KRR1,NW_010972587.1,4765137,4771403,-,6267,168,654,13,688,103,115,270,241,943,92,478,646
PHLDA1,NW_010972587.1,4913243,4914807,-,1565,50,2,0,5,0,2,1,0,2,0,0,2
NAP1L1,NW_010972587.1,4922706,4940532,-,17827,356,640,17,551,51,54,144,87,300,41,332,326
BBS10,NW_010972587.1,5025715,5033509,-,7795,161,1434,35,1469,160,134,435,307,980,84,675,878
OSBPL8,NW_010972587.1,5031685,5092663,-,60979,1423,8842,155,8574,934,587,2480,2028,5152,650,4356,5163
ZDHHC17,NW_010972587.1,5203584,5263194,+,59611,1113,5949,91,6394,788,575,1881,1537,6080,550,3414,4789
CSRP2,NW_010972587.1,5267227,5275987,-,8761,248,9,1,3,0,1,5,0,8,0,14,2
E2F7,NW_010972587.1,5333835,5348172,-,14338,292,13,0,8,2,2,2,3,7,1,13,5
NAV3,NW_010972587.1,5732860,6007376,+,274517,4608,1088,9,310,52,34,146,55,174,30,441,163
SYT1,NW_010972587.1,6418315,6553515,+,135201,2309,125,1,131,31,16,46,17,102,4,116,81
PAWR,NW_010972587.1,6582088,6658802,-,76715,1276,50,1,57,11,7,19,11,51,14,74,41
PPP1R12A,NW_010972587.1,6674215,6750120,-,75906,1499,7431,109,6041,741,614,2105,1390,4451,559,4561,4022
RPS16,NW_010972587.1,6870637,6874136,+,3500,145,3277,93,3697,704,482,1319,796,3449,274,1632,2354
OTOGL,NW_010972587.1,6880194,6975989,+,95796,1483,293,3,105,22,18,42,36,113,11,121,87
PTPRQ,NW_010972587.1,7015328,7125563,+,110236,1569,62,2,62,18,6,28,14,64,8,95,50
MYF6,NW_010972587.1,7150049,7151229,+,1181,38,0,0,1,0,0,1,0,0,0,2,1
MYF5,NW_010972587.1,7157232,7157921,+,690,12,0,0,0,0,0,0,0,1,0,0,0
LIN7A,NW_010972587.1,7182673,7278857,-,96185,1625,34,7,64,9,8,27,11,47,9,70,34
ACSS3,NW_010972587.1,7279287,7369173,+,89887,1434,100,2,93,21,17,26,9,53,9,93,39
PPFIA2,NW_010972587.1,7372898,7718722,-,345825,5369,191,6,243,53,33,90,69,248,29,296,118
CCDC59,NW_010972587.1,7921234,7928126,-,6893,209,664,14,708,122,92,291,217,1042,78,479,584
METTL25,NW_010972587.1,7929006,7991799,+,62794,1048,1657,24,1601,238,203,488,665,2216,176,1318,1776
TMTC2,NW_010972587.1,8056454,8316394,+,259941,4195,146,1,189,51,28,76,49,155,17,223,114
SLC6A15,NW_010972587.1,9047824,9075304,-,27481,381,30,1,30,5,4,13,1,18,0,38,16
TSPAN19,NW_010972587.1,9166006,9176552,-,10547,174,48,3,45,10,5,11,10,29,6,20,15
LRRIQ1,NW_010972587.1,9179083,9291879,+,112797,1421,122,3,130,27,19,43,33,106,20,97,51
ALX1,NW_010972587.1,9304818,9323794,+,18977,272,9,0,15,2,1,5,1,10,0,8,6
RASSF9,NW_010972587.1,9587289,9588548,-,1260,27,1,0,1,1,0,0,1,1,0,1,2
NTS,NW_010972587.1,9630161,9643256,+,13096,213,4,0,10,5,2,4,1,5,0,4,3
MGAT4C,NW_010972587.1,9676889,9684801,-,7913,120,1,0,4,2,2,0,2,4,0,9,7
LOC104828340,NW_010972587.1,10411665,10424967,-,13303,243,6,0,3,2,0,0,1,8,1,9,7
LOC104828342,NW_010972587.1,10426436,10436309,+,9874,231,329,8,578,68,64,164,135,334,38,264,452
CEP290,NW_010972587.1,10436420,10491338,-,54919,927,2844,21,2470,273,188,612,476,1417,191,1049,1368
TMTC3,NW_010972587.1,10498609,10525755,+,27147,383,1027,9,787,80,107,236,173,576,66,537,527
KITLG,NW_010972587.1,10635188,10707479,-,72292,1137,59,3,40,9,6,27,19,44,5,63,32
DUSP6,NW_010972587.1,10959121,10963603,-,4483,99,179,7,107,13,12,45,3,7,5,86,20
GALNT4,NW_010972587.1,11051645,11054280,-,2636,43,85,3,67,15,7,27,14,43,5,83,53
ATP2B1,NW_010972587.1,11075189,11110459,-,35271,595,713,12,429,68,52,157,26,88,39,536,163
EPYC,NW_010972587.1,11607138,11632078,-,24941,370,14,0,18,1,4,4,14,20,0,11,8
KERA,NW_010972587.1,11655722,11664117,-,8396,132,2,0,5,0,2,1,1,6,0,5,5
LUM,NW_010972587.1,11675979,11687560,-,11582,149,4,0,5,1,1,3,2,6,0,8,11
DCN,NW_010972587.1,11705013,11744558,-,39546,641,278,5,36,7,4,11,8,17,6,260,8
BTG1,NW_010972587.1,12105299,12108218,-,2920,105,2383,51,2229,381,229,893,373,1255,167,1449,1225
PLEKHG7,NW_010972587.1,12307874,12332864,+,24991,504,62,0,43,9,6,8,5,12,1,73,24
EEA1,NW_010972587.1,12341865,12412263,-,70399,1455,1849,22,1499,201,220,475,281,880,126,1450,1274
NUDT4,NW_010972587.1,12572026,12584777,+,12752,223,316,10,363,41,39,84,70,197,25,223,319
UBE2N,NW_010972587.1,12592887,12613152,-,20266,475,1343,24,1296,201,166,469,379,1390,106,865,1077
