GeneID,Chr,Start,End,Strand,Length,Eagle_002_null,Eagle_002_lps,Eagle_004_null,Eagle_004_lps,Eagle_006_null,Eagle_006_lps,Eagle_007_null,Eagle_007_lps,Eagle_008_null,Eagle_008_lps,Eagle_012_null,Eagle_012_lps,Eagle_013_null,Eagle_013_lps,Eagle_014_null,Eagle_014_lps,Eagle_015_null,Eagle_015_lps,Eagle_020_null,Eagle_020_lps,Eagle_021_null,Eagle_021_lps,Eagle_022_null,Eagle_022_lps
RBL1,NW_010972618.1,654397,679049,+,24653,2603,536,1534,1391,2431,35,1692,2032,1326,228,704,186,743,465,1296,497,2033,1582,1841,136,1585,1043,1510,1574
SAMHD1,NW_010972618.1,686363,717752,+,31390,1787,819,1927,2952,1263,47,1895,2377,750,259,173,206,792,671,1361,282,765,541,1774,162,880,2120,3668,947
TLDC2,NW_010972618.1,721862,723634,-,1773,19,72,17,43,2,0,41,28,10,7,1,1,11,9,12,3,5,7,18,2,11,64,55,17
PIGU,NW_010972618.1,726813,745862,-,19050,1304,404,1150,1612,1137,25,1231,1404,715,196,287,154,560,454,893,269,984,825,1162,136,896,1538,1852,757
TP53INP2,NW_010972618.1,776112,794670,+,18559,1438,667,1300,1664,1946,44,2235,2254,1006,227,276,189,947,727,765,346,1069,898,1866,171,922,941,1508,800
NCOA6,NW_010972618.1,803019,850102,-,47084,3794,1094,2462,3178,3295,68,2713,3329,1794,416,672,301,1368,892,1779,752,2292,2149,2732,231,2154,2070,3329,2274
GGT7,NW_010972618.1,856900,873900,-,17001,512,398,369,363,442,6,366,351,260,47,107,54,167,118,261,121,420,323,418,24,326,273,361,298
LOC104829962,NW_010972618.1,882427,887188,-,4762,640,127,444,483,847,8,548,699,397,94,209,62,268,153,373,165,656,622,621,46,455,310,471,485
MYL9,NW_010972618.1,890888,900144,+,9257,109,284,90,112,33,3,188,82,74,16,2,20,44,11,70,5,47,9,125,1,39,90,310,35
TGIF2,NW_010972618.1,906421,911481,+,5061,27,162,25,15,15,0,40,20,17,3,2,6,4,15,11,2,9,7,29,4,17,25,47,13
DLGAP4,NW_010972618.1,917125,988895,-,71771,2640,1936,1803,1806,2344,34,1838,2063,1471,258,617,196,1050,731,1186,513,2135,1539,2074,163,1575,1191,2013,1531
AAR2,NW_010972618.1,1144118,1150771,-,6654,721,145,388,433,746,7,519,555,438,97,153,65,299,196,361,157,578,600,627,51,434,303,475,441
EPB41L1,NW_010972618.1,1155645,1183303,-,27659,33,731,29,10,9,0,28,23,19,5,7,1,6,4,19,4,37,19,20,2,18,53,26,16
SRSF6,NW_010972618.1,1287911,1292660,+,4750,5605,320,3709,3486,5363,77,3525,3745,3131,583,1519,623,2092,1418,2468,1110,5305,4080,4349,365,2971,1827,3495,3061
L3MBTL1,NW_010972618.1,1301308,1331995,+,30688,2811,679,2135,2557,3373,42,2106,2674,1722,369,735,367,1583,1040,1888,1025,3519,2799,2862,287,1859,1403,2964,2415
LOC104829969,NW_010972618.1,1313402,1323787,-,10386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC104829971,NW_010972618.1,1332521,1334738,-,2218,49,83,20,53,16,0,23,14,15,1,3,3,5,6,10,3,9,7,13,1,9,16,17,8
LOC104830000,NW_010972619.1,38059,46994,+,8936,9,214,5,1,1,0,4,6,7,0,1,0,3,2,3,1,9,2,5,1,4,9,10,5
LOC104830001,NW_010972619.1,53897,65406,-,11510,11,293,12,1,3,0,9,8,6,2,4,1,9,2,3,2,10,4,7,1,3,16,12,7
DPP7,NW_010972619.1,94644,120763,+,26120,991,721,701,684,887,8,740,727,555,87,180,63,287,196,560,237,849,633,609,58,584,343,516,633
MAN1B1,NW_010972619.1,124473,145362,-,20890,2791,500,1584,1640,2695,28,1898,2136,1516,276,742,230,988,566,1383,678,2535,2202,1787,120,1549,1084,1600,1822
UAP1L1,NW_010972619.1,149879,158939,-,9061,51,255,36,17,15,0,28,12,19,3,2,8,16,5,28,9,19,5,31,1,20,33,52,16
SAPCD2,NW_010972619.1,172550,183417,+,10868,28,306,16,14,4,0,18,18,13,0,4,2,2,2,3,3,11,6,17,4,10,22,40,9
ENTPD2,NW_010972619.1,210885,215853,+,4969,119,136,86,45,86,2,85,58,63,19,24,10,24,31,50,28,104,59,67,7,59,38,46,48
TMEM141,NW_010972619.1,217547,219043,-,1497,127,37,63,63,113,1,79,99,79,11,37,9,31,38,65,42,121,118,112,6,76,75,62,101
LOC104829978,NW_010972619.1,219233,221547,+,2315,441,110,266,296,522,7,545,465,428,93,114,68,172,109,254,174,574,464,412,47,284,212,294,433
CLIC3,NW_010972619.1,222573,225301,-,2729,96,93,46,25,63,1,90,36,73,17,22,9,17,21,24,16,110,74,63,9,46,56,20,49
ABCA2,NW_010972619.1,228534,262161,-,33628,699,962,299,286,406,9,506,399,408,101,68,54,155,153,182,67,330,144,395,38,231,353,533,183
FUT7,NW_010972619.1,267160,269936,+,2777,66,89,36,66,34,0,44,17,26,2,7,1,10,6,16,1,6,12,35,0,11,16,50,17
LOC104830006,NW_010972619.1,273503,276065,-,2563,17,91,7,15,19,0,12,21,7,0,0,0,7,9,6,1,5,4,5,0,10,18,21,16
NPDC1,NW_010972619.1,282454,316654,-,34201,315,727,322,400,832,18,520,492,248,42,68,24,402,266,280,200,468,433,399,34,228,173,400,467
LOC104830008,NW_010972619.1,327339,328325,-,987,2,38,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,3,0,0,2,4,2,0
LCNL1,NW_010972619.1,341030,343955,-,2926,57,143,58,6448,33,143,8,2095,8,185,0,118,6,303,3,191,34,316,42,190,9,3855,422,985
LOC104830009,NW_010972619.1,345763,347880,-,2118,6,47,0,0,1,0,0,3,0,0,0,0,2,0,0,0,3,1,1,0,1,3,1,1
LOC104829984,NW_010972619.1,348855,351870,-,3016,3,92,2,1,0,0,1,5,2,1,1,0,0,0,1,0,3,3,2,0,0,6,5,2
C8G,NW_010972619.1,354742,358769,-,4028,8,119,1,3,3,0,1,4,5,1,2,1,2,2,2,0,6,6,4,1,2,15,8,1
FBXW5,NW_010972619.1,358994,371561,+,12568,1376,361,735,913,1419,24,957,1146,924,182,302,140,503,368,511,351,1510,1260,929,103,634,512,964,969
TRAF2,NW_010972619.1,374502,399261,-,24760,6423,891,4029,5432,7537,140,5148,7019,4411,963,1961,684,2884,1828,3385,1909,7742,6848,5640,579,4568,3561,5537,5138
EDF1,NW_010972619.1,402408,406015,+,3608,12249,463,7144,7485,13330,193,8036,9251,6640,1378,3452,1096,3808,2496,5495,2835,10912,9734,9488,758,7229,4601,7020,7637
MAMDC4,NW_010972619.1,407500,422041,-,14542,69,407,30,24,45,0,39,46,47,6,12,8,17,21,17,13,51,53,37,7,34,69,44,50
PHPT1,NW_010972619.1,421914,423534,-,1621,159,34,65,42,96,4,88,83,89,25,28,16,28,20,33,23,109,82,69,16,71,56,79,92
LOC104830013,NW_010972619.1,424147,427473,-,3327,15,75,8,6,10,0,3,18,7,2,4,3,6,9,16,3,22,17,8,1,7,11,7,15
RABL6,NW_010972619.1,443843,503379,-,59537,4332,1538,3034,3244,4610,64,3369,3811,2711,527,1104,382,1711,1115,2209,1028,3816,3071,3954,317,3070,2502,3594,3416
AMBP,NW_010972619.1,504481,510322,-,5842,7,171,4,3,3,0,3,2,0,2,0,0,1,0,4,0,5,3,3,1,4,8,5,2
EXD3,NW_010972619.1,542556,771900,-,229345,9201,5575,6163,7366,9231,161,6330,7662,5355,1138,2652,924,3303,2143,5534,2471,8068,7306,8731,810,6072,5262,8743,6559
NOXA1,NW_010972619.1,838973,855693,+,16721,68,384,34,49,15,0,38,43,19,6,5,7,15,24,23,5,30,18,38,4,32,67,91,18
ENTPD8,NW_010972619.1,856203,865678,-,9476,22,239,7,3,6,0,10,17,4,3,3,3,1,1,15,4,13,7,3,3,8,13,11,3
LOC104830015,NW_010972619.1,866287,871847,+,5561,44,153,33,18,23,0,87,51,24,7,8,8,18,12,40,13,27,28,62,5,18,52,69,25
LOC104830017,NW_010972619.1,874005,881883,-,7879,21,224,14,10,14,0,10,12,11,7,2,4,6,6,12,3,11,16,10,1,15,13,24,12
TMEM203,NW_010972619.1,896945,897714,-,770,229,29,113,111,198,5,228,219,206,54,64,41,66,78,62,52,162,165,131,21,80,68,117,108
NDOR1,NW_010972619.1,897798,913420,+,15623,1089,502,876,867,1805,29,1529,1666,1021,227,289,162,600,473,568,360,1109,1026,1364,130,711,548,823,924
RNF208,NW_010972619.1,923859,924823,-,965,39,24,27,86,8,0,14,23,8,1,1,4,1,4,7,4,6,2,10,0,5,17,24,8
CYSRT1,NW_010972619.1,946153,946536,+,384,3,7,2,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,3,2,0
RNF224,NW_010972619.1,952519,953016,+,498,2,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
LRRC26,NW_010972619.1,957063,959037,+,1975,0,56,1,1,0,0,1,1,2,1,0,0,0,0,1,0,2,0,3,2,0,4,6,0
GRIN1,NW_010972619.1,963456,1001939,-,38484,51,999,24,6,18,1,6,18,22,4,9,2,2,2,14,7,33,25,33,2,21,56,33,9
LOC104830020,NW_010972619.1,1022460,1033053,+,10594,18,226,14,0,4,1,4,5,2,0,1,1,3,1,1,3,10,5,3,0,9,16,10,2
ZNF618,NW_010972619.1,1040520,1171765,-,131246,7140,3133,5947,5612,7234,109,5386,6190,4134,732,1830,655,2823,1840,3960,1756,6317,5222,6328,625,4870,3659,5570,5615
LOC104830191,NW_010972620.1,10669,50047,-,39379,91,797,29,74,23,0,23,25,26,7,11,5,6,10,13,15,42,25,29,0,25,60,38,18
HTRA1,NW_010972620.1,54900,77212,-,22313,168,384,120,277,21,1,26,38,30,2,12,6,16,13,54,11,43,19,77,4,30,69,74,21
PLEKHA1,NW_010972620.1,95881,136534,-,40654,2096,750,1677,1803,2017,33,1314,1547,1191,236,606,190,908,575,1328,500,2025,1660,1701,130,1288,1105,2267,1501
LOC104830022,NW_010972620.1,182962,184809,-,1848,5,31,2,5,3,0,2,1,3,2,1,4,2,2,3,1,2,2,3,1,3,10,7,4
TACC2,NW_010972620.1,185496,271218,-,85723,638,1574,580,788,994,24,760,1021,453,129,101,106,265,325,323,115,372,289,925,112,473,775,1071,466
NSMCE4A,NW_010972620.1,341618,351804,+,10187,760,179,440,433,766,11,457,534,379,81,238,63,301,154,309,124,610,484,537,41,468,358,579,497
ATE1,NW_010972620.1,353176,436055,+,82880,4189,1459,2759,2532,3969,67,2227,2859,2113,372,1244,333,1418,801,2426,933,4131,3182,2894,271,2480,1768,2922,2500
FGFR2,NW_010972620.1,510224,591514,+,81291,187,1548,91,35,60,3,64,45,39,5,31,8,25,20,42,14,121,54,61,8,38,89,69,23
WDR11,NW_010972620.1,820687,871681,-,50995,7597,969,5749,5399,8465,101,5451,6951,5046,849,2274,608,3453,1858,4224,1829,7821,6314,7492,601,5453,3477,4608,4675
PPAPDC1A,NW_010972620.1,989536,1178077,-,188542,432,3080,246,170,95,2,108,128,120,20,81,17,35,47,77,27,279,98,119,7,79,145,137,72
SEC23IP,NW_010972620.1,1255697,1284114,-,28418,2815,599,1630,1639,2641,38,1692,2109,1563,282,844,238,1033,604,1382,677,2699,2268,1820,157,1733,1170,1842,1710
MCMBP,NW_010972620.1,1284133,1301727,+,17595,3685,349,2268,2267,3698,34,2237,2908,1908,344,1069,336,1199,698,1534,684,3375,2683,2599,184,2157,1251,2070,2186
INPP5F,NW_010972620.1,1304238,1349566,-,45329,651,757,345,507,574,15,409,462,279,57,91,30,274,169,242,53,270,191,483,42,215,318,750,203
BAG3,NW_010972620.1,1374203,1391521,-,17319,141,332,87,76,19,0,26,38,21,4,3,4,16,16,53,3,38,18,54,5,28,75,91,14
TIAL1,NW_010972620.1,1412062,1429229,+,17168,4992,331,4182,4580,5824,92,3899,4844,3062,596,1349,425,2093,1238,2848,1152,4461,3854,4643,389,3169,2361,4698,3278
RGS10,NW_010972620.1,1440971,1460325,+,19355,107,370,114,120,34,1,87,53,57,8,16,7,54,14,55,9,63,31,95,8,48,71,180,28
GRK5,NW_010972620.1,1488355,1585956,-,97602,306,2067,152,164,85,2,144,119,102,15,32,14,51,55,97,24,152,70,166,16,80,260,351,71
PRDX3,NW_010972620.1,1659681,1665004,+,5324,994,155,775,858,1309,14,1053,1347,721,161,307,97,497,281,533,291,859,896,925,64,658,444,809,766
SFXN4,NW_010972620.1,1666707,1679702,+,12996,453,252,265,226,392,5,227,284,253,37,140,40,125,73,219,78,354,293,348,32,288,215,247,248
FAM45A,NW_010972620.1,1686773,1697124,-,10352,578,225,397,394,622,4,422,498,293,64,159,50,165,136,280,99,537,390,463,37,377,268,378,338
EIF3A,NW_010972620.1,1697044,1732632,+,35589,6790,1691,5279,5624,7252,107,5071,5794,4161,868,1689,645,3053,2017,3533,1705,6516,5629,5764,494,4326,3325,4982,4185
NANOS1,NW_010972620.1,1739609,1740400,-,792,2,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0,1
CACUL1,NW_010972620.1,1881522,1941543,+,60022,8864,1306,6588,5840,9071,87,5589,6738,5464,973,2401,705,3209,1967,4705,1901,8536,6507,7023,629,5871,4018,5520,5345
PRLHR,NW_010972620.1,2018790,2019872,+,1083,1,22,1,2,3,0,2,0,2,0,1,0,0,0,0,0,3,2,2,0,2,0,0,0
FAM204A,NW_010972620.1,2142590,2163881,+,21292,3101,438,2515,2532,3654,45,2653,3198,2256,373,1249,376,1505,885,1771,744,3186,2656,3287,243,2326,1589,2592,2053
RAB11FIP2,NW_010972620.1,2301555,2331530,+,29976,270,490,174,187,99,0,124,130,78,25,25,18,35,58,54,7,59,39,143,12,54,146,253,45
EMX2,NW_010972620.1,2560477,2566540,-,6064,6,140,5,0,5,0,0,3,0,4,0,1,0,0,3,0,4,2,2,0,2,8,7,0
PDZD8,NW_010972620.1,2646869,2712730,+,65862,2483,1250,1565,1911,1758,49,1182,1336,1148,206,479,160,1047,662,1078,361,1546,1298,1913,134,1158,1316,1953,1017
SLC18A2,NW_010972620.1,2716449,2747718,-,31270,642,623,923,727,195,18,1412,608,419,85,33,123,345,138,760,25,224,59,1019,17,365,781,2633,212
KCNK18,NW_010972620.1,2780943,2786212,-,5270,22,98,12,4,0,0,8,6,4,0,3,3,4,1,4,0,8,4,10,0,3,9,4,1
VAX1,NW_010972620.1,2824596,2830218,+,5623,8,115,2,2,1,0,0,1,1,0,2,0,1,1,0,0,6,3,1,0,4,4,3,0
KIAA1598,NW_010972620.1,2892813,2948665,+,55853,114,901,75,63,33,0,30,30,39,11,14,5,14,14,29,6,74,34,40,4,23,59,36,19
ENO4,NW_010972620.1,2950606,2973754,-,23149,49,384,36,8,6,0,12,16,20,2,8,4,5,4,8,8,41,14,16,0,8,12,14,7
HSPA12A,NW_010972620.1,3032207,3077100,+,44894,97,749,52,23,14,0,21,15,17,9,13,3,15,13,13,5,66,23,26,4,16,32,31,21
LOC104830046,NW_010972620.1,3093765,3109634,-,15870,45,260,12,7,5,1,9,14,15,1,5,1,1,7,3,1,25,7,9,2,7,12,14,6
LOC104830203,NW_010972620.1,3112794,3135230,-,22437,48,366,28,7,18,0,17,17,8,4,7,5,5,7,1,3,41,12,13,1,5,20,10,9
LOC104830204,NW_010972620.1,3140709,3166894,-,26186,64,468,24,11,18,0,13,22,16,6,14,0,8,7,9,3,28,25,15,2,11,20,15,12
CCDC172,NW_010972620.1,3181839,3201871,-,20033,54,261,26,11,18,0,13,15,13,0,14,1,6,4,6,8,24,17,11,3,10,9,5,9
GFRA1,NW_010972620.1,3228635,3373042,+,144408,332,2240,183,84,95,1,85,89,94,16,68,15,30,39,56,25,234,77,102,4,80,118,96,44
ATRNL1,NW_010972620.1,3435834,3971918,-,536085,1467,7781,755,308,382,6,358,335,378,85,253,59,121,137,196,75,828,330,395,24,214,398,366,213
TRUB1,NW_010972620.1,4034419,4064032,-,29614,546,557,437,428,508,6,338,349,276,48,139,39,206,137,322,105,442,362,447,33,362,293,344,299
FAM160B1,NW_010972620.1,4084691,4120074,-,35384,3419,656,2291,2536,2608,36,2244,2500,1762,301,730,233,1278,761,1729,572,2539,1956,2477,181,1962,1695,2578,1840
LOC104830052,NW_010972620.1,4127557,4131504,+,3948,135,91,88,82,118,2,91,91,73,7,26,6,43,26,72,21,79,61,85,6,73,56,72,45
ABLIM1,NW_010972620.1,4250882,4345591,+,94710,460,1770,303,309,262,7,246,289,222,43,80,30,103,64,251,43,248,157,288,22,152,287,391,137
AFAP1L2,NW_010972620.1,4386879,4437133,+,50255,85,1228,52,28,39,0,17,40,23,10,19,4,4,7,31,12,58,25,33,4,35,58,64,30
VWA2,NW_010972620.1,4444354,4473316,-,28963,54,643,30,17,30,3,24,15,20,6,10,4,3,7,15,12,42,21,17,1,19,27,32,17
TDRD1,NW_010972620.1,4477386,4508499,-,31114,121,442,62,27,65,0,29,43,46,14,25,5,22,14,30,10,89,28,38,2,29,38,62,29
CCDC186,NW_010972620.1,4509783,4548694,+,38912,9346,1123,6260,7068,11461,140,5840,7584,5935,1111,2833,827,4466,2738,5182,2366,9809,9460,9144,774,6484,4152,8532,5755
ADRB1,NW_010972620.1,4564333,4579278,-,14946,683,399,374,348,771,11,269,349,515,108,170,46,286,188,268,162,900,713,522,61,418,219,543,376
NHLRC2,NW_010972620.1,4642843,4681822,-,38980,7467,780,4611,4492,7919,77,4516,5654,4452,967,2118,630,2989,1947,3518,1496,6464,5792,6650,544,4631,2994,5285,4017
DCLRE1A,NW_010972620.1,4682355,4701062,+,18708,711,329,370,421,489,5,290,377,369,64,143,51,220,136,264,110,480,468,456,33,296,227,540,349
PLEKHS1,NW_010972620.1,4716831,4731996,-,15166,132,309,166,185,88,1,104,109,86,19,54,12,57,31,116,51,169,103,78,7,85,122,96,91
CASP7,NW_010972620.1,4737178,4760461,-,23284,1093,430,1186,1129,1347,13,907,1154,736,209,328,119,418,255,675,316,1053,862,1092,96,808,671,796,822
NRAP,NW_010972620.1,4766804,4819857,+,53054,183,772,154,105,168,2,97,116,91,16,48,19,36,21,62,21,160,95,106,9,60,68,113,87
HABP2,NW_010972620.1,4821122,4832678,-,11557,19,226,9,5,4,0,2,7,0,1,5,0,4,0,6,0,9,4,7,0,6,11,7,1
TCF7L2,NW_010972620.1,5076884,5195930,-,119047,12419,2962,9885,11461,13674,203,11182,13532,9713,1944,4068,1363,5882,4247,7821,3193,14243,12200,13327,1280,10113,7441,12832,8667
VTI1A,NW_010972620.1,5321899,5598064,-,276166,10005,5258,8080,8371,10518,124,7174,8936,5902,1161,3601,1063,3712,2602,6705,2692,11340,9257,12465,1109,7487,5702,9109,5993
ZDHHC6,NW_010972620.1,5600115,5609470,+,9356,3489,235,2178,2268,3318,43,2355,2886,1861,369,894,302,1419,811,1733,732,2917,2705,2527,186,2193,1408,2507,2018
ACSL5,NW_010972620.1,5616981,5628447,-,11467,382,194,316,313,294,4,265,207,168,32,86,27,115,71,226,45,244,218,325,30,180,169,421,186
TECTB,NW_010972620.1,5665495,5676023,-,10529,88,256,57,53,97,0,45,43,46,8,33,13,20,16,47,22,97,76,110,11,32,46,80,57
GPAM,NW_010972620.1,5709700,5737968,+,28269,133,489,74,157,83,2,78,111,43,9,8,9,25,28,52,13,70,35,73,8,35,145,145,46
ADRA2A,NW_010972620.1,6195965,6197684,-,1720,5,61,1,4,2,0,2,3,0,0,0,2,1,5,3,0,6,1,6,0,1,9,4,3
SHOC2,NW_010972620.1,6215161,6254787,-,39627,2208,752,1712,1866,2250,29,1395,1821,1403,276,625,230,999,555,1266,512,2250,1944,1893,146,1484,1129,1939,1595
BBIP1,NW_010972620.1,6294689,6304908,+,10220,154,12,65,79,153,2,139,139,128,21,47,18,54,35,86,31,173,146,119,9,92,75,116,100
PDCD4,NW_010972620.1,6295660,6315348,-,19689,1183,267,921,990,1115,12,866,956,835,151,413,116,545,373,798,324,1196,1037,1121,93,850,606,804,634
RBM20,NW_010972620.1,6330074,6355081,-,25008,61,505,42,36,25,0,23,37,16,6,18,3,13,6,17,4,44,34,34,6,20,28,57,24
SMC3,NW_010972620.1,6464598,6492823,-,28226,7087,1252,4680,4565,7734,94,4713,5462,4082,766,2092,628,2953,2006,3280,1368,6208,5664,6827,576,4172,2995,4797,3882
DUSP5,NW_010972620.1,6507431,6516711,-,9281,99,243,73,228,147,5,143,189,67,33,22,14,55,73,45,14,91,75,139,14,35,110,100,45
SMNDC1,NW_010972620.1,6635142,6645688,+,10547,6947,354,3915,3705,6595,81,4091,4958,3939,699,2164,526,2438,1415,2925,1238,6796,5445,5263,394,4502,2536,3469,3744
MXI1,NW_010972620.1,6646720,6700906,-,54187,28673,2162,23509,24975,36943,455,22959,30475,21440,4011,9794,3152,13093,7924,15184,6957,30728,26870,26664,2316,19898,11570,23186,19443
ADD3,NW_010972620.1,6734989,6768001,-,33013,1547,694,1570,1561,2028,30,1895,1898,1319,211,273,108,739,506,1095,346,1190,824,2027,117,1146,855,1456,745
XPNPEP1,NW_010972620.1,6859501,6890690,+,31190,2581,754,2041,2179,3336,57,2829,3683,1469,293,577,171,1510,904,1487,681,2321,1780,3295,290,2008,1478,1875,1918
SORCS1,NW_010972620.1,7217412,7527471,+,310060,1325,5801,2266,2532,1719,18,580,787,289,56,114,36,862,633,409,209,806,522,425,26,159,239,263,136
SORCS3,NW_010972620.1,8034343,8346076,-,311734,680,6298,348,136,158,3,156,192,174,51,98,29,45,75,98,37,440,174,184,15,132,280,221,102
CFAP58,NW_010972620.1,8464591,8521783,-,57193,126,979,50,27,37,0,26,23,35,10,18,6,11,11,17,3,65,21,29,2,21,37,36,15
ITPRIP,NW_010972620.1,8534487,8555109,+,20623,698,546,691,1486,388,22,563,575,310,69,28,64,217,208,287,47,173,118,547,39,200,540,1048,271
GSTO1,NW_010972620.1,8565494,8573650,-,8157,562,188,375,438,437,3,425,464,331,62,95,34,300,202,246,150,534,437,246,15,300,238,367,300
CFAP43,NW_010972620.1,8576851,8627366,+,50516,427,906,298,342,257,4,290,357,258,53,106,58,150,101,247,138,390,405,201,12,236,170,292,279
SFR1,NW_010972620.1,8630089,8634100,-,4012,31,100,16,11,19,0,19,23,12,3,11,3,12,6,15,5,18,17,11,1,7,13,36,6
COL17A1,NW_010972620.1,8663428,8700296,+,36869,74,780,36,21,29,0,19,26,22,7,9,4,9,9,16,4,40,25,25,0,16,39,41,18
SLK,NW_010972620.1,8704537,8754386,-,49850,2507,799,1947,2919,1359,40,1943,1746,935,238,244,186,714,559,1387,302,976,726,2042,146,994,1893,3581,772
OBFC1,NW_010972620.1,8754946,8798969,+,44024,262,732,203,213,131,3,202,151,87,28,53,17,81,31,138,28,155,68,163,6,95,174,310,89
SH3PXD2A,NW_010972620.1,8889704,9070334,+,180631,646,3999,328,514,192,1,185,263,156,35,65,31,79,69,145,58,298,150,192,18,117,287,302,109
NEURL1,NW_010972620.1,9087230,9155083,-,67854,335,1502,294,143,123,3,1025,352,256,35,31,85,238,77,438,21,196,41,528,15,143,291,1223,98
CALHM3,NW_010972620.1,9271639,9274547,+,2909,6,75,2,0,1,0,0,2,0,0,3,0,1,0,2,0,2,2,0,0,1,6,1,2
CALHM1,NW_010972620.1,9280950,9283393,+,2444,6,46,1,0,2,0,0,2,1,0,0,0,0,0,0,0,2,2,2,0,1,3,1,1
CALHM2,NW_010972620.1,9289119,9290161,+,1043,7,24,5,1,2,0,2,0,2,0,3,1,0,0,2,0,1,2,3,1,1,2,2,2
PDCD11,NW_010972620.1,9294740,9321020,-,26281,1662,551,887,821,1359,15,1005,1174,909,169,459,152,582,345,656,348,1312,1164,970,90,886,652,720,829
USMG5,NW_010972620.1,9321670,9324497,+,2828,902,96,487,461,868,13,588,724,465,96,220,69,274,174,285,139,611,543,651,46,396,242,423,460
TAF5,NW_010972620.1,9326362,9338340,-,11979,539,216,293,273,306,0,261,331,256,63,143,41,187,123,167,83,465,327,317,32,214,206,247,230
PCGF6,NW_010972620.1,9338488,9366147,+,27660,1977,477,1420,1502,1928,20,1131,1347,1064,198,503,152,661,429,948,402,1761,1299,1203,113,1207,939,1357,1158
INA,NW_010972620.1,9375487,9381412,-,5926,220,169,76,101,134,0,82,109,72,16,70,15,33,24,70,43,180,124,119,14,124,100,129,125
NT5C2,NW_010972620.1,9387680,9451279,+,63600,691,1313,518,898,422,9,456,523,293,73,91,41,231,141,354,104,345,243,512,37,295,562,618,280
CNNM2,NW_010972620.1,9455526,9583104,-,127579,3157,2730,2861,2871,3262,49,2021,2259,2133,351,1075,342,1462,883,1658,700,2898,1974,2886,245,1929,1443,2419,1626
AS3MT,NW_010972620.1,9587603,9591919,-,4317,23,150,16,16,61,3,14,31,14,3,6,0,20,11,52,37,119,88,9,1,40,50,31,40
LOC104830097,NW_010972620.1,9592952,9595879,-,2928,83,81,36,60,74,3,45,55,33,10,17,7,29,24,56,16,86,46,73,4,45,40,78,53
LOC104830098,NW_010972620.1,9596814,9600410,+,3597,21,100,13,11,12,0,12,12,22,5,6,1,10,11,10,6,28,23,8,0,8,10,10,7
WBP1L,NW_010972620.1,9606219,9666844,-,60626,5137,1530,3577,4598,5098,86,3495,4189,3416,659,1465,609,2442,1727,3654,1703,5469,5199,4095,370,4335,3445,5744,4067
SFXN2,NW_010972620.1,9670424,9677285,-,6862,64,213,39,35,50,0,37,37,37,12,5,6,5,17,24,20,45,38,27,4,27,25,40,34
ARL3,NW_010972620.1,9677390,9708159,+,30770,2999,851,2473,2183,3243,38,2213,2596,2352,406,1215,388,1508,982,1391,703,3413,3040,2796,271,2156,1368,1942,1814
TRIM8,NW_010972620.1,9715066,9744684,-,29619,2217,989,1371,1889,1838,48,1828,1785,1467,376,509,272,928,755,1033,455,1921,1535,1835,177,1385,1474,2057,1300
SUFU,NW_010972620.1,9759475,9853919,-,94445,5017,2162,3860,3896,5487,72,3534,4513,3202,608,1433,455,2054,1254,2625,1259,5051,4150,3939,391,3300,2332,4426,3643
ACTR1A,NW_010972620.1,9856814,9875248,+,18435,2196,501,1742,1990,2140,25,2100,2437,1448,312,696,259,1199,630,1200,623,2129,1678,2151,169,1476,1144,2130,1710
TMEM180,NW_010972620.1,9876822,9890114,-,13293,476,327,305,329,353,11,287,300,268,44,92,49,155,100,225,85,420,283,306,19,239,229,300,231
LOC104830108,NW_010972620.1,9946443,9953818,+,7376,279,164,249,294,193,5,210,206,145,31,82,16,89,70,203,53,236,153,220,22,193,205,250,120
FAM178A,NW_010972620.1,9953859,9970035,+,16177,477,367,478,486,338,3,337,321,207,50,111,42,138,100,322,108,406,254,345,33,271,325,376,217
SEMA4G,NW_010972620.1,9998792,10005726,+,6935,102,190,48,49,61,3,87,75,74,12,20,8,33,33,29,24,93,69,76,14,69,57,54,51
MRPL43,NW_010972620.1,10007378,10008595,-,1218,567,38,226,193,458,14,507,354,459,125,132,101,152,177,198,167,610,501,372,36,300,208,300,452
LOC104830111,NW_010972620.1,10008933,10013473,+,4541,178,124,55,50,101,1,120,84,102,15,31,17,35,25,48,30,125,113,77,6,70,57,41,74
LZTS2,NW_010972620.1,10018363,10021245,+,2883,10,59,5,6,11,0,4,9,9,2,2,0,2,5,1,1,6,2,6,2,9,10,7,9
PDZD7,NW_010972620.1,10022429,10029314,-,6886,228,175,261,351,265,4,86,97,42,12,2,6,20,18,69,25,50,12,164,11,86,162,75,51
SFXN3,NW_010972620.1,10030962,10034518,+,3557,335,106,226,384,267,4,146,135,51,17,8,8,20,23,59,22,67,13,124,7,72,145,143,80
KAZALD1,NW_010972620.1,10043380,10047088,+,3709,7,130,6,2,5,0,2,3,1,1,0,0,0,0,6,1,4,0,1,1,2,10,3,1
